Claim_ID,Customer_Age,Claim_Amount,Claim_History,Policy_Type,Incident_Severity,Claim_Frequency,Fraud_Label,Claim_Description,Gender,Marital Status,Occupation,Income Level,Education Level,Location,Behavioral Data,Purchase History,Policy Start Date,Policy Renewal Date,Interactions with Customer Service,Insurance Products Owned,Coverage Amount,Premium Amount,Deductible,Policy Type,Customer Preferences,Preferred Communication Channel,Driving Record,Life Events
C101059,48.0,14440.0,1.0,0,0,8.0,0.0,Necessary cold think perform former. Over camera time foot story. Accident report and documentation verified.,0,0,2,140456,2,77234,3,8/21/2019,1/12/2022,1/2/2024,1,4,637176,4393,299,0,3,2,1,3
C101060,23.0,32709.0,4.0,1,2,8.0,0.0,Wear institution challenge compare. Produce subject quite mother ahead. Huge some not professor example. Accident report and documentation verified.,1,1,0,84481,3,66819,3,2/8/2018,1/22/2021,9/28/2024,2,0,418037,2390,1419,0,4,3,4,0
C101061,29.0,48788.0,4.0,1,1,6.0,0.0,Maintain imagine hit former issue. Magazine TV third to himself hour always rate. Accident report and documentation verified.,1,0,3,83411,4,19753,3,12/14/2019,11/7/2018,6/6/2023,2,1,202402,3603,1842,1,2,0,3,2
C101062,75.0,23495.0,2.0,0,2,3.0,0.0,Born sense hour. Him century simple miss local security. Much success help simple future event. Accident report and documentation verified.,1,3,7,74543,4,19300,0,4/17/2018,6/2/2020,4/19/2023,0,1,254957,4720,974,2,4,1,4,3
C101063,36.0,38019.0,1.0,0,2,4.0,0.0,"Small over computer most.
Win follow lay. Raise miss per thus agent magazine. Accident report and documentation verified.",1,1,6,67062,0,77534,1,4/26/2023,10/22/2020,11/20/2023,0,0,176846,4891,694,2,0,1,4,2
C101064,29.0,45948.0,4.0,1,1,1.0,0.0,Card course reduce. Main around machine little charge. Accident report and documentation verified.,1,3,2,63417,0,54521,0,1/28/2020,4/14/2021,1/9/2023,0,3,362964,3626,464,1,4,2,3,3
C101065,36.0,49908.0,0.0,2,2,9.0,0.0,Thus treat expect. Day large list adult year computer. Year stop two purpose method tell. Accident report and documentation verified.,1,0,7,36451,0,48891,4,9/12/2019,7/8/2022,5/15/2024,1,0,414946,3061,1409,1,2,1,1,3
C101066,79.0,1922.0,2.0,1,0,5.0,0.0,Wear expect we respond bad agency. Ground short real property type to. Address moment late foot. Accident report and documentation verified.,1,2,8,132271,4,45035,0,10/4/2022,5/20/2019,2/3/2023,4,3,466238,3298,1573,2,2,2,1,3
C101067,39.0,28526.0,3.0,2,2,8.0,0.0,"Seat free market adult.
Pick born poor we off government break. Woman without particularly short south. Accident report and documentation verified.",1,4,1,70733,0,13167,0,1/17/2020,10/19/2023,6/6/2023,2,0,177804,4846,1391,1,3,1,1,3
C101068,43.0,8957.0,0.0,0,1,3.0,0.0,Line tax movie energy. Safe foreign assume sell camera member specific agree. Prove reduce gas marriage. Accident report and documentation verified.,1,0,3,36031,3,63376,0,9/8/2019,4/4/2021,3/15/2023,4,2,541584,4527,184,2,1,4,3,1
C101069,24.0,49564.0,1.0,0,2,4.0,1.0,"Star list white newspaper forget.
Phone determine structure so. Party great establish worker two building recent. Accident looks suspicious and documents seem tampered.",1,0,7,57510,4,72236,3,6/20/2020,6/4/2023,2/1/2023,1,2,964063,4635,1368,0,1,1,1,2
C101070,53.0,34998.0,4.0,1,0,4.0,0.0,Resource company think never maybe early care. Them its despite skin behind learn. Method his artist great. Accident report and documentation verified.,0,0,2,112154,0,14266,1,11/14/2022,6/16/2023,9/12/2023,0,4,535264,587,1573,0,0,1,0,1
C101071,25.0,44395.0,0.0,0,2,8.0,0.0,Shoulder effort first catch decade recognize. Health paper themselves anyone college. Second officer learn social. Accident report and documentation verified.,1,0,4,115893,2,69271,2,3/13/2023,1/26/2018,6/7/2024,1,0,971797,4338,1922,2,2,1,4,2
C101072,72.0,25031.0,3.0,2,2,9.0,0.0,"Major large itself detail.
Scene degree result safe along. Capital relate technology whom over everybody recently quite. Accident report and documentation verified.",1,0,7,70129,2,26557,2,7/27/2021,8/25/2019,2/12/2024,0,1,947972,866,1936,2,2,0,2,1
C101073,21.0,11006.0,3.0,2,2,3.0,0.0,Party than again hit near space boy. Land indicate sense care cut reason husband. Accident report and documentation verified.,0,4,7,26882,3,70903,3,10/2/2022,8/12/2023,3/25/2023,3,1,389839,4205,1582,0,0,1,1,2
C101074,32.0,38701.0,1.0,1,2,7.0,1.0,"Clearly place talk player. Ten possible seven nature example sign kitchen join.
Attorney long try. Garden up white section. Accident looks suspicious and documents seem tampered.",0,4,7,28340,0,97791,1,11/5/2022,5/20/2023,5/18/2023,4,0,595530,1028,1167,0,2,1,1,1
C101075,62.0,48063.0,0.0,2,1,9.0,0.0,Student last assume. Item past key himself she do find view. Direction cup oil large. Accident report and documentation verified.,1,0,5,145099,0,17478,4,6/22/2022,3/17/2023,9/10/2024,0,2,155934,1695,962,1,0,1,1,3
C101076,62.0,26939.0,2.0,1,0,2.0,0.0,New whether wonder to start southern. Believe church stage field. Simply prepare investment however poor send. Accident report and documentation verified.,1,2,1,123810,1,76591,0,1/9/2023,11/11/2023,11/9/2024,0,3,970510,3045,469,3,1,2,0,2
C101077,67.0,21324.0,0.0,1,0,4.0,0.0,Nature them method focus individual bit term. Name cultural tend I big capital. Space act after cultural. Accident report and documentation verified.,1,4,0,146005,0,64836,4,2/25/2018,5/27/2020,9/20/2023,3,0,207336,3309,951,2,0,3,1,0
C101078,30.0,23867.0,3.0,2,0,3.0,0.0,Should remember as agency evening cup ago. Nor set traditional when decision outside direction. Accident report and documentation verified.,0,2,7,26635,1,33899,2,9/19/2018,4/1/2021,5/24/2023,2,0,182230,4399,1921,0,2,1,1,1
C101079,70.0,1203.0,1.0,2,2,8.0,0.0,"Real over choose catch.
Ok PM nation pass story. Beautiful imagine person no. Alone common why know quickly edge note. Accident report and documentation verified.",0,3,3,48412,0,15389,0,10/19/2023,2/27/2022,6/10/2024,2,3,300663,1250,417,2,4,2,4,4
C101080,66.0,17544.0,1.0,2,0,4.0,0.0,Big common program former. Grow cause kitchen message. Very here sport or third person. Accident report and documentation verified.,1,1,0,75624,2,65977,0,5/11/2020,5/18/2023,9/10/2024,0,4,238901,728,1638,0,2,4,1,3
C101081,76.0,16899.0,2.0,2,1,9.0,0.0,Share yeah reveal pay small security recognize. Read before drive always senior physical yes simple. Their page no top exactly management speak. Accident report and documentation verified.,0,1,0,137118,3,44289,1,5/15/2021,8/7/2018,3/20/2023,0,1,777149,3261,922,3,1,4,2,3
C101082,42.0,30063.0,1.0,2,2,1.0,1.0,"Body character himself out down.
From strategy like community human clear mention. Wait account executive public. Heart apply deep western though. Accident looks suspicious and documents seem tampered.",1,3,0,46189,0,95739,3,10/7/2023,12/23/2019,1/16/2023,3,4,520948,3657,489,1,2,4,2,1
C101083,74.0,26344.0,1.0,2,2,1.0,0.0,While idea possible authority project week above. Capital best yes back dark. Environmental network watch allow north professor. Accident report and documentation verified.,0,3,7,71757,0,55820,1,4/2/2020,2/15/2020,12/23/2023,0,4,128733,722,1770,2,1,1,4,1
C101084,35.0,4748.0,1.0,2,0,4.0,1.0,Rest cut between side. Professional behavior listen with concern PM big. Improve mean perform way. Accident looks suspicious and documents seem tampered.,1,0,3,81176,2,69637,1,6/14/2018,2/28/2019,5/20/2023,3,3,296551,909,1016,2,4,1,2,3
C101085,50.0,40486.0,1.0,0,2,3.0,0.0,Provide write president street mention lot institution. Price give actually head. Money statement marriage modern early fill. Accident report and documentation verified.,1,0,7,132593,2,20041,2,1/25/2022,12/23/2020,4/24/2024,2,0,137382,3296,828,2,2,2,0,2
C101086,30.0,2093.0,1.0,1,2,3.0,0.0,Plant even too responsibility see final. Job listen customer full. Accident report and documentation verified.,1,0,6,55206,0,98700,1,5/2/2020,1/2/2021,1/13/2024,1,2,299225,4120,1369,3,3,3,1,1
C101087,73.0,16228.0,3.0,1,0,2.0,0.0,Book place them shake nor Mrs play history. Economic think part energy hand these. Accident report and documentation verified.,1,0,1,75863,4,52473,0,5/4/2022,11/3/2019,8/17/2023,3,0,590365,1892,1597,1,0,3,2,3
C101088,35.0,21884.0,0.0,2,1,2.0,0.0,Involve above quality window capital exist hot. Bank else mother especially middle. Accident report and documentation verified.,0,4,4,33756,0,17821,3,4/7/2020,6/19/2022,5/11/2023,0,0,226218,4651,336,2,4,1,1,3
C101089,27.0,26183.0,4.0,1,1,8.0,0.0,"Memory nice spend move civil civil near until. Area character scientist.
People likely boy lawyer official trip wait food. Accident report and documentation verified.",0,1,8,27683,3,20877,2,4/23/2018,2/22/2019,4/26/2023,0,4,411250,3234,696,0,2,4,4,0
C101090,23.0,17034.0,1.0,2,0,1.0,0.0,Any even their last policy daughter although. Political total beautiful. I huge quite voice. Accident report and documentation verified.,1,3,1,26094,0,66652,1,11/9/2020,3/10/2020,5/18/2023,3,0,817843,1587,754,0,3,0,2,3
C101091,59.0,6710.0,4.0,0,1,8.0,0.0,"Expert example individual job gun. List still personal official.
Relate against myself hair include ever. Accident report and documentation verified.",1,4,8,120909,3,96326,1,10/18/2018,12/24/2020,6/8/2024,3,1,639403,1698,1363,3,4,2,3,3
C101092,23.0,43500.0,4.0,1,1,3.0,0.0,Box name concern scientist language never. Meeting second issue around. Carry later painting ago. Accident report and documentation verified.,0,2,0,119339,3,31998,1,7/4/2019,6/11/2020,5/27/2024,0,2,391216,4012,1000,1,1,0,3,2
C101093,75.0,20259.0,3.0,1,1,2.0,0.0,Throw there example paper represent by admit well. Area question hundred sure research. Doctor any beyond drive. Accident report and documentation verified.,1,2,4,144662,0,38568,1,5/9/2023,10/4/2020,7/5/2023,3,0,464935,1114,1134,0,0,0,1,2
C101094,44.0,36959.0,1.0,0,2,9.0,0.0,Professor player kind image. Nature under consumer realize. Accident report and documentation verified.,0,4,0,68860,2,74311,2,6/6/2022,6/1/2018,6/5/2023,4,2,820097,4947,183,0,2,1,1,2
C101095,22.0,34457.0,4.0,0,2,5.0,1.0,Fund how entire. Week coach party anyone focus. Seven if school subject eight week. Specific huge enter discover matter. Accident looks suspicious and documents seem tampered.,0,1,4,69872,4,44973,3,4/9/2022,8/28/2019,11/6/2024,0,1,394800,4545,1793,2,4,0,3,0
C101096,51.0,21143.0,1.0,0,2,5.0,0.0,Weight employee Mr speech wife hear guy. Understand dark half police kitchen smile. Available window room item. Accident report and documentation verified.,1,0,3,37458,3,52557,2,5/19/2023,12/22/2021,9/17/2023,0,0,208518,3743,1095,2,2,2,4,1
C101097,22.0,3103.0,2.0,1,1,6.0,0.0,Likely evening film page section film information. Vote country fish political anyone whether gas. Kid final increase one anyone current little. Accident report and documentation verified.,0,2,7,29173,2,19857,1,2/8/2021,9/1/2021,5/26/2024,3,3,694140,4604,698,1,3,0,4,1
C101098,46.0,1365.0,2.0,1,2,4.0,0.0,"Church decade member training until information can. Perform oil box day.
Point husband contain player. Remain sense ground per yet decide. Accident report and documentation verified.",0,0,7,25763,2,61332,1,9/12/2022,6/8/2022,4/11/2023,2,2,763381,1713,1547,0,4,3,4,0
C101099,48.0,47778.0,2.0,0,1,7.0,0.0,Bring major health stop will. Serious senior out road set wife. Go week prove major involve rise. Accident report and documentation verified.,1,1,4,42467,4,37645,1,9/28/2020,10/20/2022,4/25/2023,0,1,966978,4400,583,1,1,1,1,4
C101100,51.0,45535.0,4.0,0,0,7.0,0.0,Remember along relate. Project describe let form once loss course painting. Recently reflect appear build international student lead enough. Accident report and documentation verified.,1,1,6,47408,3,97055,3,5/27/2022,5/25/2023,1/26/2023,1,0,202199,3742,1825,2,4,1,2,1
C101101,69.0,17103.0,2.0,0,1,9.0,0.0,Top service parent another season nothing support. Election husband full current picture under. Accident report and documentation verified.,1,1,1,73638,1,62380,2,11/5/2019,2/26/2023,1/25/2023,3,0,794771,4848,1156,0,3,3,4,3
C101102,77.0,33510.0,3.0,0,2,6.0,0.0,Need usually career eye writer get cover. Blue take ago. Myself skin decision late surface understand. Accident report and documentation verified.,1,1,1,69349,4,44980,4,5/6/2023,5/8/2021,3/20/2023,0,0,507020,2131,167,3,2,1,2,2
C101103,70.0,25476.0,3.0,0,1,1.0,0.0,Behind bed quality ten throughout former. Minute skill any marriage future door little. Throw condition fund play bad agreement spend. Accident report and documentation verified.,1,2,6,74952,2,44730,4,10/10/2020,1/22/2021,4/5/2024,3,1,193745,1287,347,2,2,2,4,3
C101104,38.0,13742.0,4.0,2,2,9.0,0.0,Investment positive suffer major act structure. Data animal buy. Experience indeed finish interest. Accident report and documentation verified.,1,1,5,51026,2,37191,4,10/20/2021,9/25/2023,11/19/2024,4,3,857157,3213,799,2,2,0,1,4
C101105,40.0,13391.0,1.0,0,2,9.0,0.0,"Realize smile friend foreign support these. Method site two share drive.
Behind what friend economy political current to common. Accident report and documentation verified.",0,2,4,83728,4,42383,4,10/7/2020,5/16/2020,1/12/2024,3,1,769340,1709,1788,2,1,0,1,0
C101106,24.0,37940.0,0.0,2,0,5.0,0.0,Quite show money back back pull paper piece. Many according goal wide exist charge production. Accident report and documentation verified.,1,0,0,110857,0,74692,4,4/1/2022,3/4/2023,3/7/2023,0,0,154793,4700,1410,0,3,2,3,0
C101107,37.0,29901.0,1.0,1,0,7.0,0.0,"Pay coach either yard. Itself for against top poor.
This PM customer parent thus fact coach. My drop lawyer explain. Water total return. Accident report and documentation verified.",0,1,7,60507,1,93537,1,1/16/2020,12/4/2019,5/20/2023,2,0,266050,3533,838,1,4,4,1,4
C101108,47.0,33001.0,1.0,1,2,1.0,1.0,Left article ten. Bag build sign ready fast writer especially. Accident looks suspicious and documents seem tampered.,1,4,1,28151,1,82293,2,6/27/2022,10/12/2018,11/9/2023,3,2,637174,2601,1772,1,3,0,3,4
C101109,61.0,16623.0,1.0,2,1,4.0,0.0,"Necessary nothing we. Along open himself.
Adult political particular. Mr receive ability. International be state finally little they accept prove. Accident report and documentation verified.",1,2,7,57538,0,10328,3,12/24/2020,1/28/2022,9/11/2024,2,0,143625,1516,616,3,2,1,0,2
C101110,41.0,3378.0,1.0,0,0,4.0,1.0,Third ok as care. Bill happen federal poor. Quickly country director pass PM. Accident looks suspicious and documents seem tampered.,0,2,4,97543,1,58603,2,10/9/2019,2/21/2023,1/14/2024,4,4,968993,2239,1259,2,0,1,1,2
C101111,40.0,22372.0,0.0,1,0,5.0,0.0,Ahead huge blood avoid spend. Friend every kind I term wind. Accident report and documentation verified.,0,4,8,70945,3,67569,0,3/8/2022,8/15/2018,3/22/2024,3,0,602748,720,1564,1,2,0,0,1
C101112,25.0,45799.0,2.0,0,2,6.0,0.0,"Really everyone make claim mind arm.
Start simply consider employee her into. Economic others research between attack policy. Accident report and documentation verified.",0,1,3,40661,4,22838,2,1/28/2023,3/6/2021,9/20/2023,0,3,565308,4448,789,1,1,3,4,2
C101113,20.0,39437.0,1.0,0,1,4.0,0.0,Teacher collection participant story. Sell clearly whose war range range poor. Accident report and documentation verified.,0,0,0,62974,0,19774,2,2/17/2021,8/6/2021,2/1/2023,2,3,336150,2459,207,1,2,3,1,1
C101114,24.0,36503.0,3.0,2,0,6.0,1.0,Step final onto. Series table attack hospital if. Accident looks suspicious and documents seem tampered.,1,2,1,32506,1,23499,1,9/19/2019,9/19/2021,7/22/2023,4,4,643086,4600,1398,0,1,2,1,1
C101115,60.0,31746.0,4.0,1,0,7.0,0.0,Share pattern resource let find now. Instead arm act writer ask country success blue. They three also spend method over. Accident report and documentation verified.,0,2,4,36691,2,16826,1,1/7/2018,11/6/2022,8/13/2023,1,0,749005,2809,333,3,2,3,1,0
C101116,31.0,28923.0,4.0,1,1,3.0,0.0,"Wish say with. Call available always natural white.
Heart short send treatment above different foreign. Personal best doctor reach white. Accident report and documentation verified.",0,3,7,61210,4,31069,1,1/16/2019,12/10/2020,12/9/2023,1,3,355219,3068,891,2,4,2,0,0
C101117,45.0,10867.0,3.0,2,0,9.0,0.0,Character class deep executive spend couple. Room sing read then Republican unit speech. Realize form member suggest them scene. Accident report and documentation verified.,1,4,5,47708,4,13934,4,8/2/2020,9/8/2021,7/22/2024,0,1,127178,2255,812,1,1,2,1,4
C101118,65.0,42258.0,1.0,0,1,8.0,1.0,Cut produce probably age born. Accident looks suspicious and documents seem tampered.,1,2,2,56990,0,67368,3,1/23/2018,5/15/2021,7/19/2023,1,0,256779,749,1864,2,2,2,4,0
C101119,53.0,34724.0,0.0,0,2,1.0,0.0,Use challenge hand act. Itself my PM center. Find low realize manager tree figure space. Accident report and documentation verified.,0,1,6,82527,2,13419,4,3/10/2018,7/6/2023,12/7/2024,0,2,282876,2323,1401,0,2,3,0,0
C101120,68.0,10306.0,2.0,1,0,2.0,0.0,Husband thousand look international car carry hard. Democratic successful wish game fly. Discover understand as no possible car bank. Accident report and documentation verified.,0,3,5,81478,4,74103,2,8/16/2021,4/21/2022,12/9/2023,3,0,381794,1625,467,3,0,3,0,1
C101121,33.0,40391.0,4.0,2,2,2.0,0.0,Several continue one unit risk low fire. Understand know money sound parent scientist. Hotel staff million enough administration front. Accident report and documentation verified.,1,2,0,73018,4,64010,4,5/25/2019,5/7/2023,10/16/2024,3,4,268570,1419,1282,0,3,3,1,4
C101122,45.0,15908.0,2.0,2,1,9.0,0.0,Yet answer record call people lead anything. Many reveal teacher son relate. Describe necessary the on until table. Accident report and documentation verified.,1,3,4,69187,0,95352,3,3/27/2018,9/19/2018,3/1/2023,2,4,74469,741,1375,1,3,0,4,0
C101123,64.0,28081.0,0.0,0,2,9.0,0.0,Step health miss organization. Republican street put not fall more. White other daughter artist join try. Who cut believe than real lawyer. Accident report and documentation verified.,1,3,8,40946,0,22378,2,2/13/2022,12/3/2019,10/22/2024,2,1,515660,4306,1461,3,4,2,0,0
C101124,46.0,38228.0,4.0,0,2,9.0,0.0,Meet stuff all break security trial century. You give whom hour. Trial with admit. Accident report and documentation verified.,0,2,2,90993,2,84502,4,12/8/2022,8/15/2023,8/3/2024,3,3,274309,1541,1921,1,1,4,2,3
C101125,28.0,24386.0,2.0,2,2,1.0,0.0,"Player some meeting despite. At to off top. Unit agree lot let wall charge experience simple.
Century seat star dark.
Them process picture. Accident report and documentation verified.",1,1,1,55452,3,45153,4,2/15/2022,4/26/2020,8/13/2023,3,2,603421,3697,1807,2,0,3,3,0
C101126,45.0,47754.0,0.0,1,1,7.0,0.0,Deal range eat scientist first. Again personal themselves daughter nearly. Accident report and documentation verified.,0,3,4,24322,3,63297,2,10/6/2021,9/8/2021,3/10/2024,0,4,740460,2952,641,3,0,0,1,4
C101127,76.0,46406.0,2.0,0,1,3.0,0.0,Why best process sister far. Blood before still major however several live. Accident report and documentation verified.,0,0,6,145267,0,62596,1,11/19/2020,1/20/2018,7/21/2023,2,1,236893,1426,1436,0,1,0,4,3
C101128,66.0,29302.0,1.0,2,1,9.0,0.0,Lose certain executive. Standard about economic top social administration nothing. Accident report and documentation verified.,1,0,4,116985,0,17501,3,3/9/2022,7/15/2019,8/25/2024,0,1,675808,1703,1877,1,0,3,3,4
C101129,76.0,20212.0,0.0,2,1,8.0,0.0,Story network quite wind ten friend since. Consumer whether fight physical bank century big. Accident report and documentation verified.,0,4,0,127092,4,87813,0,2/2/2018,11/18/2019,7/23/2024,2,1,711023,4592,121,1,3,1,2,3
C101130,41.0,36618.0,2.0,2,1,3.0,0.0,Heart case open at start never. Condition church good husband know nearly power. Four paper a ago. Accident report and documentation verified.,0,1,5,65139,0,35586,3,7/23/2023,12/9/2022,3/15/2023,0,1,788075,4521,1921,0,2,1,2,3
C101131,66.0,47067.0,1.0,1,0,1.0,0.0,Behind wait garden exist suggest chair. Director two tax pressure heavy drive concern. Race interview as information program middle. Accident report and documentation verified.,0,0,5,83120,2,71720,0,8/8/2020,11/12/2018,4/16/2024,2,1,942321,1234,1363,0,1,4,1,3
C101132,75.0,11698.0,1.0,0,0,9.0,0.0,Mention next too trial ball interest a. Perhaps behavior yet despite account prove human. Certainly future he church. Accident report and documentation verified.,0,4,6,30010,1,64763,4,11/21/2020,5/9/2022,1/12/2024,0,0,749658,3872,1884,2,4,1,1,2
C101133,49.0,5594.0,0.0,0,0,1.0,0.0,Medical heavy capital dinner decide. Into weight news writer recent. Accident report and documentation verified.,0,1,4,133868,0,37935,2,11/3/2023,7/22/2023,8/26/2024,1,2,753918,4346,520,1,3,0,3,1
C101134,62.0,26525.0,3.0,0,2,3.0,0.0,Southern subject report. Long trip off you standard. Wall call product sport activity media subject. Accident report and documentation verified.,1,0,7,40241,3,61318,2,10/19/2023,2/19/2022,1/10/2023,0,1,113244,2234,1532,1,0,1,3,0
C101135,67.0,15282.0,4.0,1,2,6.0,0.0,Summer TV teach meet. Within force guy structure trouble pass heavy modern. Accident report and documentation verified.,1,0,7,52857,3,20782,2,4/3/2018,11/7/2020,3/16/2024,4,1,340508,3526,345,2,0,2,1,1
C101136,36.0,15334.0,0.0,0,1,6.0,0.0,Else model few third both way movie born. Player serious force away establish employee. Accident report and documentation verified.,0,1,0,39032,2,22510,2,2/17/2022,6/1/2018,9/19/2023,4,0,179642,638,1940,1,2,2,4,4
C101137,45.0,30179.0,1.0,0,1,4.0,0.0,Impact nearly all friend high agency sister. Hard your half. Personal class amount return Congress about stand. Accident report and documentation verified.,0,3,8,39532,2,59631,4,11/5/2022,8/22/2019,12/24/2023,1,3,938849,1640,1440,1,4,1,1,3
C101138,55.0,7644.0,1.0,0,0,2.0,0.0,Run easy far deep. Foreign daughter executive state. Accident report and documentation verified.,1,4,7,85973,1,14246,1,2/1/2018,1/19/2020,2/6/2023,3,1,987879,4395,893,2,4,3,3,0
C101139,20.0,36618.0,0.0,0,1,6.0,0.0,"Care article him good instead. Budget economic idea hot. Republican short million garden.
Middle phone physical poor still customer each. Accident report and documentation verified.",0,4,7,91088,3,77473,0,10/15/2023,9/15/2022,10/3/2024,3,0,682493,1599,1416,0,3,3,1,4
C101140,27.0,48701.0,3.0,1,2,5.0,0.0,"Those eye skill thought include interest four. White activity partner special that catch.
Next by decision push fill wear. Several method set former. Accident report and documentation verified.",0,3,3,90966,2,87328,2,3/22/2018,3/7/2020,4/3/2023,3,2,632176,4711,1998,1,1,4,2,3
C101141,68.0,33933.0,4.0,2,1,6.0,0.0,Hour age possible send. Let Republican letter magazine result. Accident report and documentation verified.,0,3,2,116914,0,75611,0,6/19/2022,11/18/2022,5/28/2023,2,4,489727,4507,1448,2,4,4,3,0
C101142,54.0,44469.0,2.0,2,0,7.0,0.0,"Case full fear receive sign blood reason. Produce simple interesting set site range beyond.
Sing close population report learn. Accident report and documentation verified.",0,1,0,48377,0,83580,1,1/9/2018,11/21/2018,9/12/2024,3,4,807974,2411,1842,0,2,3,4,1
C101143,71.0,34687.0,0.0,0,1,9.0,0.0,"Fact house camera whether. None film while development budget well. Energy own involve house store.
Break sea stand. Cover cell difference nor movie. Accident report and documentation verified.",1,1,2,22757,3,71505,3,2/2/2018,1/18/2021,4/28/2023,3,0,549548,1699,1316,2,4,0,4,2
C101144,34.0,42073.0,4.0,0,2,7.0,1.0,"Big it condition change. Pressure pull these.
Store south deep. Leave act life simply law serious. Accident looks suspicious and documents seem tampered.",0,3,3,77851,3,82574,2,3/16/2018,3/7/2020,5/2/2023,3,2,573783,4531,443,0,3,1,3,0
C101145,66.0,18375.0,4.0,0,0,4.0,1.0,Movie kind address technology. Avoid attorney stuff. Dream director exist high over whatever. Accident looks suspicious and documents seem tampered.,0,3,4,25151,2,29932,1,3/27/2018,12/12/2019,12/17/2023,3,4,263921,4176,168,2,2,3,3,0
C101146,75.0,49483.0,1.0,1,1,5.0,0.0,Realize describe production plant turn certainly western. Stuff join bring mind model participant politics. Accident report and documentation verified.,0,1,7,26403,4,15049,0,11/8/2020,7/4/2020,11/28/2023,1,2,434708,1759,1642,1,4,1,3,0
C101147,41.0,31926.0,2.0,0,2,6.0,0.0,Movement loss series help. Above myself future realize born since. Particular TV wife likely. Accident report and documentation verified.,1,1,3,33299,4,70003,4,11/20/2018,1/11/2019,5/24/2024,3,2,616767,4906,1348,3,3,2,0,0
C101148,33.0,37607.0,0.0,1,0,9.0,0.0,Relationship movie process your. Smile financial ready Mrs involve wife. Many reduce sort measure green certain. Accident report and documentation verified.,1,3,0,48290,1,37885,1,12/15/2020,8/4/2020,2/19/2024,0,0,206884,4690,187,2,4,2,3,4
C101149,45.0,18642.0,1.0,0,0,5.0,1.0,Public give case remember improve. Trouble especially how decade hear. They economic rich attention worry board girl. Accident looks suspicious and documents seem tampered.,0,1,5,35133,0,87669,0,10/17/2023,9/16/2022,4/1/2024,0,1,114151,3414,597,2,4,0,1,0
C101150,47.0,24993.0,1.0,0,2,5.0,0.0,"Read whose white ten. In card soon ability despite start.
Leader why skin see listen after American skill. Talk base crime hope boy painting our. Accident report and documentation verified.",0,2,5,51956,1,22072,4,9/3/2023,3/8/2018,8/8/2024,1,2,473564,4559,1275,2,1,1,4,4
C101151,42.0,45386.0,3.0,2,1,7.0,0.0,Argue possible exist matter outside table wait. Out east around may certain. Ever age three who think receive type. Accident report and documentation verified.,0,3,2,92071,0,21144,3,5/10/2021,7/27/2023,4/10/2024,4,2,516282,4088,1910,0,3,3,2,1
C101152,33.0,47287.0,4.0,0,1,2.0,0.0,Strategy appear no can leave service. Room evidence professor second. Camera night north. Accident report and documentation verified.,0,3,0,118036,4,17210,4,6/14/2020,11/2/2020,10/25/2023,0,4,165091,3497,999,2,3,3,3,1
C101153,43.0,22188.0,0.0,1,1,3.0,0.0,Suffer artist say. Past team treatment American center. Town beautiful guy authority table address. Accident report and documentation verified.,0,1,1,116520,2,46131,0,9/1/2021,7/15/2021,9/17/2024,3,3,456701,1139,1251,3,1,0,4,0
C101154,21.0,33596.0,0.0,2,0,2.0,0.0,Radio less this test question so serious. Mind foreign network expect blood deep. Enjoy wife executive walk. Accident report and documentation verified.,0,4,1,89623,1,12239,3,3/4/2019,8/8/2018,6/10/2024,2,1,171827,3715,436,0,1,3,3,4
C101155,64.0,28772.0,0.0,1,0,2.0,0.0,Analysis go begin policy size. Bit world anyone imagine modern tough. Pick young beat. Accident report and documentation verified.,1,1,5,38761,4,96524,4,8/25/2021,11/4/2020,4/14/2024,1,2,554870,3931,535,0,3,1,3,0
C101156,45.0,31857.0,1.0,2,1,3.0,1.0,Listen form discover mother type. More plan recognize person act. Up improve near its modern area. Accident looks suspicious and documents seem tampered.,0,1,4,134310,3,71947,2,5/25/2021,5/3/2018,1/12/2024,3,4,740045,799,1090,1,3,1,4,4
C101157,33.0,11776.0,3.0,1,0,6.0,0.0,So land it sport. Weight available those forward. Laugh player place this close item. Accident report and documentation verified.,1,4,1,37667,1,15879,4,2/13/2020,4/7/2018,7/3/2023,3,0,629433,4679,675,1,0,2,3,0
C101158,78.0,33835.0,2.0,2,0,5.0,0.0,Nice later however store beautiful yes. Central its never sister dinner article order. Accident report and documentation verified.,1,0,1,148060,2,84114,3,7/27/2021,5/28/2021,5/24/2023,1,2,964287,3537,1968,2,3,4,0,1
C101159,75.0,10788.0,1.0,1,2,5.0,0.0,"Safe serve along never above. Book truth many book. Our summer ready tonight direction writer.
Theory forward page investment nature. Accident report and documentation verified.",1,2,0,109573,2,17820,1,9/13/2020,7/12/2021,12/15/2024,2,1,579879,2679,1703,2,3,3,3,2
C101160,70.0,6660.0,2.0,1,1,2.0,0.0,Number reveal house red goal officer by. It office president increase. Create first effort certainly nor. Accident report and documentation verified.,1,3,5,99451,4,32316,0,1/11/2022,5/26/2020,8/19/2023,3,1,513200,875,1119,3,4,1,4,1
C101161,26.0,5478.0,3.0,0,1,2.0,0.0,General general nation go. Cell analysis population method hundred very. Alone center not the fine drug. Accident report and documentation verified.,0,2,0,115587,0,76772,2,6/20/2021,5/9/2023,8/11/2023,2,0,272474,1753,1840,1,4,3,1,4
